condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Autoimmune Disease,Ulcerative Colitis,K51313,Ulcerative (chronic) rectosigmoiditis with fistula,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51314,Ulcerative (chronic) rectosigmoiditis with abscess,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51318,Ulcerative (chronic) rectosigmoiditis with other complication,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51319,Ulcerative (chronic) rectosigmoiditis with unspecified complications,ulcerative_colitis
Autoimmune Disease,Rheumatoid Arthritis,M0500,"Felty's syndrome, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05011,"Felty's syndrome, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05012,"Felty's syndrome, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05019,"Felty's syndrome, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05021,"Felty's syndrome, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05022,"Felty's syndrome, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05029,"Felty's syndrome, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05031,"Felty's syndrome, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05032,"Felty's syndrome, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05039,"Felty's syndrome, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05041,"Felty's syndrome, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05042,"Felty's syndrome, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05049,"Felty's syndrome, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05051,"Felty's syndrome, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05052,"Felty's syndrome, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05059,"Felty's syndrome, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05061,"Felty's syndrome, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05062,"Felty's syndrome, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05069,"Felty's syndrome, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05071,"Felty's syndrome, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05072,"Felty's syndrome, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05079,"Felty's syndrome, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0509,"Felty's syndrome, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0510,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05111,Rheumatoid lung disease with rheumatoid arthritis of right shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05112,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05119,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05121,Rheumatoid lung disease with rheumatoid arthritis of right elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05122,Rheumatoid lung disease with rheumatoid arthritis of left elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05131,Rheumatoid lung disease with rheumatoid arthritis of right wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05132,Rheumatoid lung disease with rheumatoid arthritis of left wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05139,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05141,Rheumatoid lung disease with rheumatoid arthritis of right hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05142,Rheumatoid lung disease with rheumatoid arthritis of left hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05149,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05151,Rheumatoid lung disease with rheumatoid arthritis of right hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05152,Rheumatoid lung disease with rheumatoid arthritis of left hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05159,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05161,Rheumatoid lung disease with rheumatoid arthritis of right knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05162,Rheumatoid lung disease with rheumatoid arthritis of left knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05169,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05171,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05172,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05179,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0519,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0520,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05211,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05212,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05219,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05221,Rheumatoid vasculitis with rheumatoid arthritis of right elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05222,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05229,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05231,Rheumatoid vasculitis with rheumatoid arthritis of right wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05232,Rheumatoid vasculitis with rheumatoid arthritis of left wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05239,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05241,Rheumatoid vasculitis with rheumatoid arthritis of right hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05242,Rheumatoid vasculitis with rheumatoid arthritis of left hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05249,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05251,Rheumatoid vasculitis with rheumatoid arthritis of right hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05252,Rheumatoid vasculitis with rheumatoid arthritis of left hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05259,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05261,Rheumatoid vasculitis with rheumatoid arthritis of right knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05262,Rheumatoid vasculitis with rheumatoid arthritis of left knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05269,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05271,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05272,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05279,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0529,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0530,Rheumatoid heart disease with rheumatoid arthritis of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05311,Rheumatoid heart disease with rheumatoid arthritis of right shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05312,Rheumatoid heart disease with rheumatoid arthritis of left shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05319,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05321,Rheumatoid heart disease with rheumatoid arthritis of right elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05322,Rheumatoid heart disease with rheumatoid arthritis of left elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05329,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05331,Rheumatoid heart disease with rheumatoid arthritis of right wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05332,Rheumatoid heart disease with rheumatoid arthritis of left wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05339,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05341,Rheumatoid heart disease with rheumatoid arthritis of right hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05342,Rheumatoid heart disease with rheumatoid arthritis of left hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05349,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05351,Rheumatoid heart disease with rheumatoid arthritis of right hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05352,Rheumatoid heart disease with rheumatoid arthritis of left hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05359,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05361,Rheumatoid heart disease with rheumatoid arthritis of right knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05362,Rheumatoid heart disease with rheumatoid arthritis of left knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05369,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05371,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05372,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05379,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0539,Rheumatoid heart disease with rheumatoid arthritis of multiple sites,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0540,Rheumatoid myopathy with rheumatoid arthritis of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05411,Rheumatoid myopathy with rheumatoid arthritis of right shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05412,Rheumatoid myopathy with rheumatoid arthritis of left shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05419,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05421,Rheumatoid myopathy with rheumatoid arthritis of right elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05422,Rheumatoid myopathy with rheumatoid arthritis of left elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05429,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05431,Rheumatoid myopathy with rheumatoid arthritis of right wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05432,Rheumatoid myopathy with rheumatoid arthritis of left wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05439,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05441,Rheumatoid myopathy with rheumatoid arthritis of right hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05442,Rheumatoid myopathy with rheumatoid arthritis of left hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05449,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05451,Rheumatoid myopathy with rheumatoid arthritis of right hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05452,Rheumatoid myopathy with rheumatoid arthritis of left hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05459,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05461,Rheumatoid myopathy with rheumatoid arthritis of right knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05462,Rheumatoid myopathy with rheumatoid arthritis of left knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05469,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05471,Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05472,Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05479,Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0549,Rheumatoid myopathy with rheumatoid arthritis of multiple sites,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0550,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05511,Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05512,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05519,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05521,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow,rheumatoid_arthritis
